county,constituency,town,land_use,size_acres,price_per_acre,distance_to_nairobi_km,latitude,longitude,proximity_to_tarmac_km,proximity_to_school_km,proximity_to_hospital_km,plot_grade,has_road_access,has_water,has_electricity,year
Nairobi,Kasarani,Kasarani,Residential,2.0,17079524,0,-1.19,36.88,0.6439,0.9655,2.7792,C,0,0,1,2025
Nairobi,Kasarani,Kasarani,Commercial,0.25,29410523,0,-1.19,36.88,0.7791,0.9684,2.4842,C,0,0,0,2024
Nairobi,Kasarani,Githurai,Residential,0.125,24583972,0,-1.17,36.92,1.2041,0.9583,3.4099,C,1,1,1,2024
Nairobi,Kasarani,Githurai,Commercial,1.0,25041461,0,-1.17,36.92,1.3924,1.1789,2.641,C,1,0,1,2025
Nairobi,Kasarani,Githurai,Agricultural,5.0,6280364,0,-1.17,36.92,1.3955,0.9121,3.343,C,1,0,1,2025
Nairobi,Kasarani,Githurai,Residential,0.5,17930249,0,-1.17,36.92,1.477,1.0833,2.9261,C,1,1,1,2025
Nairobi,Kasarani,Githurai,Commercial,0.5,21040809,0,-1.17,36.92,1.3516,0.8617,2.9078,C,0,1,1,2023
Nairobi,Kasarani,Githurai,Agricultural,10.0,3656929,0,-1.17,36.92,1.5262,1.1163,2.8314,C,1,1,1,2025
Nairobi,Kasarani,Githurai,Residential,2.0,11625071,0,-1.17,36.92,1.5379,1.058,3.1761,C,1,0,0,2023
Nairobi,Kasarani,Githurai,Commercial,0.5,21525500,0,-1.17,36.92,1.5451,0.9783,2.8694,C,1,0,0,2025
Nairobi,Starehe,Nairobi CBD,Residential,5.0,274461751,0,-1.31,36.84,0.0,0.1176,0.257,A,1,0,0,2024
Nairobi,Starehe,Nairobi CBD,Commercial,0.5,1226508651,0,-1.31,36.84,0.0,0.0818,0.3253,A,1,1,1,2025
Nairobi,Starehe,Nairobi CBD,Agricultural,1.0,58326041,0,-1.31,36.84,0.0,0.1024,0.355,A,1,1,0,2024
Nairobi,Starehe,Nairobi CBD,Residential,0.25,722319652,0,-1.31,36.84,0.0,0.0972,0.2405,A,1,0,1,2025
Nairobi,Starehe,Nairobi CBD,Commercial,0.25,1448431229,0,-1.31,36.84,0.0,0.0983,0.2715,A,1,1,0,2025
Nairobi,Starehe,Nairobi CBD,Agricultural,10.0,26331309,0,-1.31,36.84,0.0,0.1125,0.3247,A,1,1,1,2024
Nairobi,Starehe,Nairobi CBD,Residential,0.5,482391592,0,-1.31,36.84,0.0,0.0955,0.3116,A,1,1,1,2023
Nairobi,Starehe,Nairobi CBD,Commercial,1.0,1659540551,0,-1.31,36.84,0.0,0.0875,0.341,A,1,1,1,2024
Nairobi,Starehe,Nairobi CBD,Agricultural,20.0,17951751,0,-1.31,36.84,0.0,0.1074,0.2899,A,1,0,0,2025
Nairobi,Kamukunji,Eastleigh,Residential,1.0,114132972,0,-1.26,36.87,0.1735,0.2949,0.5485,B,0,0,1,2024
Nairobi,Kamukunji,Eastleigh,Commercial,1.0,364134302,0,-1.26,36.87,0.1633,0.3263,0.5093,B,0,0,1,2024
Nairobi,Kamukunji,Eastleigh,Agricultural,10.0,6573066,0,-1.26,36.87,0.2253,0.2927,0.5988,B,1,1,0,2024
Nairobi,Kamukunji,Eastleigh,Residential,0.25,211649837,0,-1.26,36.87,0.2228,0.3376,0.5611,B,1,1,1,2024
Nairobi,Kamukunji,Eastleigh,Commercial,0.5,364464324,0,-1.26,36.87,0.2012,0.348,0.563,B,1,0,1,2025
Nairobi,Kamukunji,Eastleigh,Agricultural,2.0,15423999,0,-1.26,36.87,0.18,0.3254,0.5657,B,1,1,1,2023
Nairobi,Kamukunji,Eastleigh,Residential,5.0,91894515,0,-1.26,36.87,0.2215,0.2883,0.55,B,0,1,1,2023
Nairobi,Kamukunji,Eastleigh,Commercial,0.5,418958654,0,-1.26,36.87,0.2108,0.3237,0.57,B,1,1,1,2023
Nairobi,Embakasi South,Syokimau,Residential,2.0,6842577,0,-1.34,36.97,0.8522,1.7115,3.346,C,1,1,1,2024
Nairobi,Embakasi South,Syokimau,Commercial,0.125,17649282,0,-1.34,36.97,1.1967,1.4567,3.5948,C,1,1,0,2023
Nairobi,Embakasi South,Syokimau,Agricultural,2.0,3550324,0,-1.34,36.97,1.0658,1.5893,2.4621,C,1,1,1,2024
Nairobi,Embakasi South,Syokimau,Residential,5.0,6616373,0,-1.34,36.97,0.8531,1.3357,3.216,C,1,0,1,2023
Nairobi,Embakasi South,Syokimau,Commercial,0.125,16964703,0,-1.34,36.97,0.8357,1.6836,2.5238,C,1,0,1,2024
Nairobi,Embakasi South,Syokimau,Agricultural,5.0,3266952,0,-1.34,36.97,1.0122,1.2051,3.18,C,0,1,1,2025
Nairobi,Embakasi South,Syokimau,Residential,1.0,8377167,0,-1.34,36.97,1.1586,1.284,2.5478,C,0,1,1,2024
Nairobi,Embakasi South,Syokimau,Commercial,1.0,13285334,0,-1.34,36.97,1.0885,1.371,3.5295,C,1,1,0,2024
Nairobi,Embakasi North,Umoja,Residential,0.125,50998660,0,-1.24,36.92,0.2465,0.5796,1.1819,C,1,0,1,2025
Nairobi,Embakasi North,Umoja,Commercial,1.0,36585415,0,-1.24,36.92,0.278,0.4774,1.1356,C,0,1,0,2023
Nairobi,Embakasi North,Umoja,Agricultural,10.0,5040760,0,-1.24,36.92,0.2715,0.408,0.8242,C,1,1,1,2023
Nairobi,Embakasi North,Umoja,Residential,1.0,35455054,0,-1.24,36.92,0.3139,0.4555,0.924,C,1,1,1,2023
Nairobi,Embakasi North,Umoja,Commercial,0.25,67905911,0,-1.24,36.92,0.2772,0.4875,1.1814,C,0,0,1,2025
Nairobi,Embakasi North,Umoja,Agricultural,2.0,6200126,0,-1.24,36.92,0.3289,0.4239,1.0832,C,0,1,1,2024
Nairobi,Embakasi North,Umoja,Residential,5.0,22523862,0,-1.24,36.92,0.33,0.5747,1.0932,C,1,0,1,2024
Nairobi,Embakasi North,Umoja,Commercial,0.125,46708291,0,-1.24,36.92,0.2492,0.491,0.944,C,0,1,0,2025
Nairobi,Embakasi Central,Kayole,Residential,1.0,31104697,0,-1.22,36.94,0.5482,0.6408,1.7152,C,0,0,1,2025
Nairobi,Embakasi Central,Kayole,Commercial,0.125,46197805,0,-1.22,36.94,0.5828,0.877,1.4516,C,1,0,0,2025
Nairobi,Embakasi Central,Kayole,Agricultural,5.0,5540791,0,-1.22,36.94,0.4105,0.7114,1.5095,C,1,0,1,2023
Nairobi,Embakasi Central,Kayole,Residential,0.125,42347229,0,-1.22,36.94,0.4016,0.7042,1.5383,C,0,1,0,2024
Nairobi,Embakasi Central,Kayole,Commercial,0.5,39312119,0,-1.22,36.94,0.5093,0.8947,1.2903,C,0,0,1,2025
Nairobi,Embakasi Central,Kayole,Agricultural,10.0,2674232,0,-1.22,36.94,0.4753,0.8762,1.3845,C,1,1,1,2024
Nairobi,Embakasi Central,Kayole,Residential,0.25,39718722,0,-1.22,36.94,0.5843,0.9271,1.5119,C,0,1,0,2025
Nairobi,Embakasi Central,Kayole,Commercial,0.5,37058671,0,-1.22,36.94,0.4125,0.852,1.2784,C,1,1,1,2024
Nairobi,Embakasi East,Ruai,Residential,0.5,9749255,0,-1.17,36.97,1.6597,1.7622,4.4479,D,1,1,1,2024
Nairobi,Embakasi East,Ruai,Commercial,0.125,12281120,0,-1.17,36.97,1.8466,1.812,3.3919,D,0,1,1,2025
Nairobi,Embakasi East,Ruai,Agricultural,2.0,3814063,0,-1.17,36.97,2.1689,2.3747,3.834,D,1,1,1,2025
Nairobi,Embakasi East,Ruai,Residential,0.125,11102193,0,-1.17,36.97,1.7999,1.9696,4.4862,D,0,1,0,2024
Nairobi,Embakasi East,Ruai,Commercial,0.25,9244667,0,-1.17,36.97,2.3501,1.6672,4.1378,D,0,1,0,2024
Nairobi,Embakasi East,Ruai,Agricultural,1.0,3268713,0,-1.17,36.97,1.8652,1.6342,3.9376,D,0,1,1,2025
Nairobi,Embakasi East,Ruai,Residential,0.25,14957272,0,-1.17,36.97,2.3266,1.82,3.9136,D,1,1,1,2024
Nairobi,Embakasi East,Ruai,Commercial,0.25,10284130,0,-1.17,36.97,1.8238,1.7098,3.5191,D,1,0,0,2025
Nairobi,Embakasi East,Kamulu,Residential,2.0,4139318,0,-1.14,37.0,3.3377,2.344,5.1313,D,1,1,0,2025
Nairobi,Embakasi East,Kamulu,Commercial,0.5,5732885,0,-1.14,37.0,3.5898,2.5294,5.5337,D,0,0,0,2025
Nairobi,Embakasi East,Kamulu,Agricultural,2.0,2620270,0,-1.14,37.0,3.5957,2.2194,5.693,D,0,1,0,2025
Nairobi,Embakasi East,Kamulu,Residential,1.0,6176676,0,-1.14,37.0,3.4968,2.0282,5.4011,D,1,1,0,2025
Nairobi,Embakasi East,Kamulu,Commercial,0.25,9012610,0,-1.14,37.0,2.5083,2.2326,4.4376,D,0,1,1,2024
Nairobi,Embakasi East,Kamulu,Agricultural,20.0,1542784,0,-1.14,37.0,3.4419,2.0596,4.2954,D,1,1,1,2024
Nairobi,Embakasi East,Kamulu,Residential,5.0,7049134,0,-1.14,37.0,2.8747,2.101,4.6035,D,1,1,1,2024
Nairobi,Embakasi East,Kamulu,Commercial,0.25,11813499,0,-1.14,37.0,3.0744,2.8896,5.2274,D,1,1,1,2024
Nairobi,Embakasi East,Joska,Residential,0.5,4384917,0,-1.11,37.02,5.8976,3.5384,5.7398,D,1,0,1,2023
Nairobi,Embakasi East,Joska,Commercial,0.125,6658926,0,-1.11,37.02,4.6623,2.4934,5.6323,D,1,1,1,2023
Nairobi,Embakasi East,Joska,Agricultural,5.0,1803246,0,-1.11,37.02,4.5304,2.6994,4.9627,D,1,0,1,2025
Nairobi,Embakasi East,Joska,Residential,0.5,4846035,0,-1.11,37.02,5.7635,2.8215,5.7008,D,1,0,1,2023
Nairobi,Embakasi East,Joska,Commercial,1.0,5130025,0,-1.11,37.02,4.0402,2.7134,5.0513,D,1,1,0,2025
Nairobi,Embakasi East,Joska,Agricultural,5.0,1973620,0,-1.11,37.02,5.2273,2.9793,4.8744,D,1,1,1,2023
Nairobi,Embakasi East,Joska,Residential,5.0,2591124,0,-1.11,37.02,5.4441,3.276,5.4366,D,1,0,0,2024
Nairobi,Embakasi East,Joska,Commercial,0.5,3638730,0,-1.11,37.02,4.1753,3.3887,6.3002,D,0,0,1,2023
Nairobi,Embakasi West,Donholm,Residential,1.0,32044795,0,-1.26,36.9,0.2877,0.4978,1.0644,B,0,0,0,2025
Nairobi,Embakasi West,Donholm,Commercial,0.125,92031703,0,-1.26,36.9,0.2716,0.5674,1.0257,B,1,0,1,2023
Nairobi,Embakasi West,Donholm,Agricultural,2.0,14647276,0,-1.26,36.9,0.3064,0.5682,1.1274,B,1,0,1,2025
Nairobi,Embakasi West,Donholm,Residential,1.0,61585843,0,-1.26,36.9,0.3425,0.4069,1.0285,B,1,1,1,2024
Nairobi,Embakasi West,Donholm,Commercial,0.25,112592256,0,-1.26,36.9,0.2908,0.5977,0.9742,B,1,0,1,2025
Nairobi,Embakasi West,Donholm,Agricultural,2.0,10974933,0,-1.26,36.9,0.2791,0.4552,0.9833,B,0,1,1,2024
Nairobi,Embakasi West,Donholm,Residential,0.125,83409490,0,-1.26,36.9,0.331,0.5879,1.17,B,1,1,1,2023
Nairobi,Embakasi West,Donholm,Commercial,0.125,122308845,0,-1.26,36.9,0.2968,0.4344,0.9612,B,1,1,1,2025
Nairobi,Dagoretti South,Kawangware,Residential,2.0,27155954,0,-1.35,36.84,0.4673,0.5794,0.8081,C,1,0,1,2024
Nairobi,Dagoretti South,Kawangware,Commercial,0.5,56264147,0,-1.35,36.84,0.439,0.5548,0.9283,C,1,1,1,2024
Nairobi,Dagoretti South,Kawangware,Agricultural,10.0,5243810,0,-1.35,36.84,0.3798,0.4112,1.1166,C,0,1,1,2024
Nairobi,Dagoretti South,Kawangware,Residential,0.125,51821443,0,-1.35,36.84,0.4533,0.5674,0.8998,C,1,0,1,2023
Nairobi,Dagoretti South,Kawangware,Commercial,1.0,39226301,0,-1.35,36.84,0.429,0.4484,0.9955,C,1,0,1,2024
Nairobi,Dagoretti South,Kawangware,Agricultural,10.0,4541283,0,-1.35,36.84,0.4302,0.457,0.9546,C,1,1,1,2025
Nairobi,Dagoretti South,Kawangware,Residential,0.25,45076708,0,-1.35,36.84,0.4021,0.5729,1.1869,C,1,0,0,2024
Nairobi,Dagoretti South,Kawangware,Commercial,0.125,55147897,0,-1.35,36.84,0.434,0.5419,0.9102,C,0,0,1,2025
Nairobi,Dagoretti South,Uthiru,Residential,1.0,32435360,0,-1.37,36.8,0.8029,1.7997,2.9665,C,1,0,1,2025
Nairobi,Dagoretti South,Uthiru,Commercial,0.5,29717743,0,-1.37,36.8,0.9301,1.3661,2.6561,C,1,0,1,2024
Nairobi,Dagoretti South,Uthiru,Agricultural,5.0,7878009,0,-1.37,36.8,0.9278,1.284,2.0255,C,1,0,0,2025
Nairobi,Dagoretti South,Uthiru,Residential,1.0,26200723,0,-1.37,36.8,0.876,1.6359,2.2224,C,0,1,1,2025
Nairobi,Dagoretti South,Uthiru,Commercial,1.0,43389402,0,-1.37,36.8,0.839,1.2768,2.2587,C,1,1,1,2025
Nairobi,Dagoretti South,Uthiru,Agricultural,20.0,4975292,0,-1.37,36.8,0.9228,1.6729,2.3313,C,0,1,1,2024
Nairobi,Dagoretti South,Uthiru,Residential,0.5,27760685,0,-1.37,36.8,0.9889,1.3167,2.1198,C,1,0,0,2025
Nairobi,Dagoretti South,Uthiru,Commercial,1.0,35981021,0,-1.37,36.8,1.1571,1.792,2.1432,C,1,1,0,2024
Kiambu,Ruiru,Ruiru Town,Residential,5.0,7503011,25,-1.27,36.93,0.4419,1.1094,2.061,B,0,0,1,2023
Kiambu,Ruiru,Ruiru Town,Commercial,0.25,34713103,25,-1.27,36.93,0.4767,0.8151,1.7595,B,1,0,1,2024
Kiambu,Ruiru,Ruiru Town,Agricultural,5.0,5407022,25,-1.27,36.93,0.4453,1.1508,1.8497,B,1,1,1,2023
Kiambu,Ruiru,Ruiru Town,Residential,0.125,18082373,25,-1.27,36.93,0.5193,0.9351,2.3104,B,1,0,1,2024
Kiambu,Ruiru,Ruiru Town,Commercial,0.25,33723788,25,-1.27,36.93,0.4457,1.0909,1.705,B,1,0,0,2025
Kiambu,Ruiru,Ruiru Town,Agricultural,1.0,5402321,25,-1.27,36.93,0.5069,0.8194,2.3957,B,0,0,1,2025
Kiambu,Ruiru,Ruiru Town,Residential,5.0,7905960,25,-1.27,36.93,0.5404,0.8822,2.1486,B,1,0,0,2023
Kiambu,Ruiru,Ruiru Town,Commercial,0.125,29375844,25,-1.27,36.93,0.421,1.0875,1.6942,B,1,1,0,2023
Kiambu,Ruiru,Ruiru Town,Agricultural,1.0,10245630,25,-1.27,36.93,0.482,0.8641,2.0385,B,1,1,1,2025
Kiambu,Ruiru,Membley,Residential,0.25,18958625,25,-1.25,36.94,0.7981,1.1798,2.2236,B,1,0,0,2023
Kiambu,Ruiru,Membley,Commercial,0.125,35150961,25,-1.25,36.94,0.6719,0.8699,1.6316,B,0,0,0,2024
Kiambu,Ruiru,Membley,Agricultural,5.0,5937099,25,-1.25,36.94,0.6843,1.0589,1.8629,B,1,1,0,2025
Kiambu,Ruiru,Membley,Residential,1.0,17761226,25,-1.25,36.94,0.7861,1.1343,2.1519,B,0,1,1,2023
Kiambu,Ruiru,Membley,Commercial,1.0,27960987,25,-1.25,36.94,0.691,0.9664,2.0726,B,1,1,0,2023
Kiambu,Ruiru,Membley,Agricultural,20.0,3011774,25,-1.25,36.94,0.9515,0.8523,2.3363,B,0,0,1,2025
Kiambu,Ruiru,Membley,Residential,0.125,24135241,25,-1.25,36.94,0.878,1.0895,1.7792,B,1,0,1,2025
Kiambu,Ruiru,Membley,Commercial,0.5,30571388,25,-1.25,36.94,0.8452,0.8595,2.2612,B,1,1,1,2024
Kiambu,Juja,Juja,Residential,2.0,5393201,25,-1.22,36.98,1.9933,1.7927,4.7522,C,1,0,1,2025
Kiambu,Juja,Juja,Commercial,0.125,10990919,25,-1.22,36.98,1.6704,1.9988,3.7057,C,1,0,1,2024
Kiambu,Juja,Juja,Agricultural,10.0,2294615,25,-1.22,36.98,2.3705,2.11,4.6242,C,0,1,0,2025
Kiambu,Juja,Juja,Residential,2.0,4483002,25,-1.22,36.98,2.0481,2.0958,3.957,C,1,1,1,2024
Kiambu,Juja,Juja,Commercial,0.5,8819577,25,-1.22,36.98,1.8336,2.0176,4.3234,C,0,1,0,2025
Kiambu,Juja,Juja,Agricultural,1.0,5146639,25,-1.22,36.98,1.6966,2.2818,3.5449,C,1,1,1,2024
Kiambu,Juja,Juja,Residential,0.25,12658222,25,-1.22,36.98,1.9604,2.1268,4.7299,C,0,1,1,2025
Kiambu,Juja,Juja,Commercial,0.25,15362813,25,-1.22,36.98,2.2249,2.3281,4.3069,C,0,1,1,2025
Kiambu,Thika Town,Thika Town,Residential,0.25,13229100,25,-1.27,37.03,0.5959,0.9331,1.6574,B,0,0,1,2025
Kiambu,Thika Town,Thika Town,Commercial,0.5,12007983,25,-1.27,37.03,0.5025,0.9098,1.5287,B,1,0,1,2025
Kiambu,Thika Town,Thika Town,Agricultural,5.0,3557088,25,-1.27,37.03,0.5345,0.954,1.5901,B,1,1,0,2024
Kiambu,Thika Town,Thika Town,Residential,0.25,9954232,25,-1.27,37.03,0.5334,0.7736,1.6487,B,1,0,0,2024
Kiambu,Thika Town,Thika Town,Commercial,0.5,12275967,25,-1.27,37.03,0.4534,0.8914,1.7901,B,1,0,0,2023
Kiambu,Thika Town,Thika Town,Agricultural,5.0,2451610,25,-1.27,37.03,0.5232,0.8562,1.5371,B,0,1,0,2024
Kiambu,Thika Town,Thika Town,Residential,0.25,14348094,25,-1.27,37.03,0.5853,0.764,1.774,B,1,0,1,2024
Kiambu,Thika Town,Thika Town,Commercial,0.5,16066141,25,-1.27,37.03,0.4451,0.8428,1.6257,B,0,1,0,2025
Kiambu,Kiambu Town,Kiambu Town,Residential,0.5,25173999,25,-1.32,36.88,0.5365,0.4374,0.8695,B,1,1,1,2024
Kiambu,Kiambu Town,Kiambu Town,Commercial,0.125,39108446,25,-1.32,36.88,0.5419,0.431,0.8615,B,1,1,0,2024
Kiambu,Kiambu Town,Kiambu Town,Agricultural,5.0,6135603,25,-1.32,36.88,0.4146,0.5415,1.0102,B,1,1,1,2025
Kiambu,Kiambu Town,Kiambu Town,Residential,0.25,24903946,25,-1.32,36.88,0.5327,0.4662,0.9174,B,1,0,1,2024
Kiambu,Kiambu Town,Kiambu Town,Commercial,1.0,36206163,25,-1.32,36.88,0.5227,0.5242,1.1836,B,1,1,0,2024
Kiambu,Kiambu Town,Kiambu Town,Agricultural,5.0,4898310,25,-1.32,36.88,0.5541,0.5029,1.0035,B,1,0,0,2023
Kiambu,Kiambu Town,Kiambu Town,Residential,1.0,18025396,25,-1.32,36.88,0.5076,0.4015,0.8262,B,1,0,1,2024
Kiambu,Kiambu Town,Kiambu Town,Commercial,0.25,52687572,25,-1.32,36.88,0.5293,0.588,1.0988,B,1,0,1,2025
Kiambu,Kabete,Kikuyu,Residential,0.25,19560923,25,-1.37,36.78,0.5643,0.5822,0.9631,B,1,0,0,2024
Kiambu,Kabete,Kikuyu,Commercial,1.0,36458045,25,-1.37,36.78,0.5512,0.5171,1.0804,B,1,0,1,2025
Kiambu,Kabete,Kikuyu,Agricultural,1.0,8684242,25,-1.37,36.78,0.4763,0.5644,0.8123,B,1,0,1,2024
Kiambu,Kabete,Kikuyu,Residential,0.25,27644973,25,-1.37,36.78,0.5355,0.5828,1.118,B,0,0,1,2025
Kiambu,Kabete,Kikuyu,Commercial,0.5,27370633,25,-1.37,36.78,0.5095,0.417,0.884,B,0,1,0,2025
Kiambu,Kabete,Kikuyu,Agricultural,5.0,5274541,25,-1.37,36.78,0.4229,0.5342,1.0269,B,1,1,0,2025
Kiambu,Kabete,Kikuyu,Residential,0.125,37105040,25,-1.37,36.78,0.4196,0.5451,0.9949,B,1,1,1,2024
Kiambu,Kabete,Kikuyu,Commercial,0.5,22611388,25,-1.37,36.78,0.4657,0.5319,1.0774,B,1,0,0,2024
Kiambu,Limuru,Limuru Town,Residential,0.25,13615882,25,-1.35,36.73,1.0959,0.9744,2.8401,B,1,0,1,2024
Kiambu,Limuru,Limuru Town,Commercial,0.25,27767850,25,-1.35,36.73,1.0582,0.8328,2.2806,B,1,1,1,2024
Kiambu,Limuru,Limuru Town,Agricultural,2.0,5954900,25,-1.35,36.73,1.0527,1.1251,2.5789,B,0,1,1,2025
Kiambu,Limuru,Limuru Town,Residential,2.0,7473007,25,-1.35,36.73,0.957,1.1566,2.5896,B,0,0,1,2025
Kiambu,Limuru,Limuru Town,Commercial,0.5,11075848,25,-1.35,36.73,1.1927,1.0737,2.7572,B,1,0,1,2024
Kiambu,Limuru,Limuru Town,Agricultural,2.0,5406662,25,-1.35,36.73,0.9435,0.8875,2.4876,B,0,1,1,2025
Kiambu,Limuru,Limuru Town,Residential,0.125,16957398,25,-1.35,36.73,1.1526,0.816,2.6485,B,0,1,1,2024
Kiambu,Limuru,Limuru Town,Commercial,0.125,23740691,25,-1.35,36.73,1.0615,0.9461,2.6533,B,1,1,1,2025
Kiambu,Gatundu South,Gatundu,Residential,0.125,6911325,25,-1.47,36.93,1.9857,2.0834,4.0029,C,1,1,1,2025
Kiambu,Gatundu South,Gatundu,Commercial,0.25,5176918,25,-1.47,36.93,2.2536,2.1289,3.8634,C,0,1,0,2023
Kiambu,Gatundu South,Gatundu,Agricultural,5.0,1915506,25,-1.47,36.93,1.6345,2.0588,3.4578,C,1,1,0,2025
Kiambu,Gatundu South,Gatundu,Residential,5.0,3789537,25,-1.47,36.93,2.3754,2.1101,4.6056,C,1,0,0,2025
Kiambu,Gatundu South,Gatundu,Commercial,0.5,5915152,25,-1.47,36.93,1.7142,2.0661,4.428,C,0,1,1,2024
Kiambu,Gatundu South,Gatundu,Agricultural,20.0,1409189,25,-1.47,36.93,1.9084,1.6869,3.5238,C,0,1,1,2025
Kiambu,Gatundu South,Gatundu,Residential,2.0,4576830,25,-1.47,36.93,2.0251,2.2019,3.3491,C,1,1,0,2025
Kiambu,Gatundu South,Gatundu,Commercial,0.25,9142830,25,-1.47,36.93,2.2999,2.1581,3.8863,C,1,0,1,2024
Kiambu,Karuri,Karuri,Residential,1.0,32568736,25,-1.29,36.85,0.4268,0.7927,1.3395,B,1,1,1,2025
Kiambu,Karuri,Karuri,Commercial,0.125,49482293,25,-1.29,36.85,0.4236,0.6423,1.5927,B,1,1,0,2025
Kiambu,Karuri,Karuri,Agricultural,5.0,6550466,25,-1.29,36.85,0.5224,0.9574,1.4385,B,0,1,1,2025
Kiambu,Karuri,Karuri,Residential,0.25,36485549,25,-1.29,36.85,0.4689,0.8658,1.6415,B,1,1,1,2024
Kiambu,Karuri,Karuri,Commercial,0.125,43985713,25,-1.29,36.85,0.5101,0.8631,1.6241,B,1,1,0,2024
Kiambu,Karuri,Karuri,Agricultural,2.0,7825641,25,-1.29,36.85,0.4526,0.7587,1.5654,B,1,1,1,2025
Kiambu,Karuri,Karuri,Residential,5.0,23144734,25,-1.29,36.85,0.564,0.8449,1.4634,B,1,1,1,2025
Kiambu,Karuri,Karuri,Commercial,0.25,61509308,25,-1.29,36.85,0.523,0.8557,1.4158,B,1,1,0,2025
Machakos,Mavoko,Athi River,Residential,5.0,3095927,60,-1.72,37.46,1.0071,1.6422,2.4823,C,0,1,1,2024
Machakos,Mavoko,Athi River,Commercial,0.125,12248066,60,-1.72,37.46,1.1852,1.4729,2.8847,C,1,1,1,2025
Machakos,Mavoko,Athi River,Agricultural,1.0,2175772,60,-1.72,37.46,1.1827,1.7257,3.3758,C,1,0,0,2025
Machakos,Mavoko,Athi River,Residential,2.0,3446467,60,-1.72,37.46,1.0726,1.7379,3.4344,C,1,0,1,2024
Machakos,Mavoko,Athi River,Commercial,1.0,7051242,60,-1.72,37.46,1.1822,1.5099,2.4117,C,0,1,1,2024
Machakos,Mavoko,Athi River,Agricultural,5.0,1579754,60,-1.72,37.46,0.9414,1.7366,2.7229,C,0,1,1,2025
Machakos,Mavoko,Athi River,Residential,5.0,4872936,60,-1.72,37.46,0.8811,1.3498,3.1423,C,1,1,0,2025
Machakos,Mavoko,Athi River,Commercial,0.25,10187930,60,-1.72,37.46,1.1832,1.7088,2.8454,C,0,0,1,2023
Machakos,Mavoko,Mlolongo,Residential,0.5,8559192,60,-1.67,37.41,0.4561,0.8888,2.0613,C,1,1,1,2025
Machakos,Mavoko,Mlolongo,Commercial,0.125,16217593,60,-1.67,37.41,0.4914,0.8481,2.0146,C,1,1,0,2025
Machakos,Mavoko,Mlolongo,Agricultural,5.0,1969678,60,-1.67,37.41,0.5097,0.8949,1.9771,C,0,0,1,2025
Machakos,Mavoko,Mlolongo,Residential,2.0,5488704,60,-1.67,37.41,0.4901,1.0286,2.3834,C,0,1,1,2024
Machakos,Mavoko,Mlolongo,Commercial,0.25,22707912,60,-1.67,37.41,0.5477,0.9892,1.6078,C,1,1,1,2024
Machakos,Mavoko,Mlolongo,Agricultural,10.0,1774284,60,-1.67,37.41,0.5124,1.0271,1.9187,C,1,1,1,2025
Machakos,Mavoko,Mlolongo,Residential,5.0,3666713,60,-1.67,37.41,0.4721,1.023,2.248,C,0,0,1,2025
Machakos,Mavoko,Mlolongo,Commercial,0.5,8500063,60,-1.67,37.41,0.4349,1.1121,1.8841,C,0,1,1,2025
Machakos,Mavoko,Syokimau,Residential,5.0,7296566,60,-1.64,37.44,1.1473,1.5843,3.5143,C,1,1,0,2024
Machakos,Mavoko,Syokimau,Commercial,1.0,11867519,60,-1.64,37.44,0.9165,1.3605,3.1736,C,1,1,0,2024
Machakos,Mavoko,Syokimau,Agricultural,5.0,4300483,60,-1.64,37.44,1.1417,1.275,2.6816,C,1,1,1,2024
Machakos,Mavoko,Syokimau,Residential,0.5,7407309,60,-1.64,37.44,1.0194,1.2158,2.8764,C,1,0,0,2023
Machakos,Mavoko,Syokimau,Commercial,0.125,15983391,60,-1.64,37.44,0.9773,1.2758,3.0321,C,1,0,1,2024
Machakos,Mavoko,Syokimau,Agricultural,2.0,3323219,60,-1.64,37.44,0.909,1.4669,3.5635,C,1,1,1,2025
Machakos,Mavoko,Syokimau,Residential,5.0,8954136,60,-1.64,37.44,1.0135,1.7454,2.978,C,1,1,1,2024
Machakos,Mavoko,Syokimau,Commercial,0.25,16234994,60,-1.64,37.44,1.1392,1.4063,2.963,C,1,0,0,2023
Machakos,Machakos Town,Machakos Town,Residential,0.125,5409718,60,-1.92,37.56,0.895,1.0193,1.7509,C,1,1,0,2025
Machakos,Machakos Town,Machakos Town,Commercial,1.0,3831679,60,-1.92,37.56,0.7167,1.1058,2.328,C,0,1,1,2024
Machakos,Machakos Town,Machakos Town,Agricultural,5.0,1392917,60,-1.92,37.56,0.8438,1.0471,1.8177,C,1,1,1,2024
Machakos,Machakos Town,Machakos Town,Residential,2.0,2017937,60,-1.92,37.56,0.68,0.9754,1.6066,C,1,0,1,2025
Machakos,Machakos Town,Machakos Town,Commercial,0.125,6452205,60,-1.92,37.56,0.8933,0.9321,2.2748,C,1,0,1,2025
Machakos,Machakos Town,Machakos Town,Agricultural,2.0,970532,60,-1.92,37.56,0.905,0.8488,2.2145,C,1,0,1,2025
Machakos,Machakos Town,Machakos Town,Residential,0.25,3797338,60,-1.92,37.56,0.8531,0.8834,1.9113,C,1,0,1,2025
Machakos,Machakos Town,Machakos Town,Commercial,0.5,4707840,60,-1.92,37.56,0.7356,0.9442,1.6417,C,0,1,1,2023
Machakos,Kangundo,Kangundo,Residential,5.0,508110,60,-2.02,37.61,5.5783,2.4107,6.5344,D,0,1,1,2024
